question_id,question_text,correct_answer,context_text,keywords,answer_POS,answer_concept_type,difficulty_level,distractor_text,distractor_POS,semantic_similarity_to_answer,semantic_similarity_to_question,grammar_score,plausibility_label,error_type
403,Which of the following is a prime number?,13,A prime number has exactly two distinct positive divisors: 1 and itself.,"prime number, 13, mathematics",NUM,number,medium,19,NUM,0.62,0.59,0.98,1,
404,Which of the following is an example of an output device?,Monitor,Output devices such as monitors display information to the user.,"output device, monitor, computer hardware",NOUN,hardware,easy,Speaker,NOUN,0.83,0.77,0.96,1,
405,Which of the following is an example of an open-source operating system?,Linux,Linux is a popular open-source operating system used on servers and desktops.,"Linux, open-source, operating system",NOUN,software,easy,Debian,NOUN,0.81,0.76,0.97,1,
406,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Freezing,NOUN,0.28,0.24,0.97,0,too unrelated
407,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Google Cloud,NOUN,0.84,0.79,0.98,1,
408,Which of the following is a prime number?,13,A prime number has exactly two distinct positive divisors: 1 and itself.,"prime number, 13, mathematics",NUM,number,medium,17,NUM,0.83,0.76,0.98,1,
409,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Nucleus,NOUN,0.65,0.6,0.96,1,
410,HTML is primarily used for what?,Structuring web pages,HTML is a markup language used to structure content on the web.,"HTML, web pages, markup",VERB_PHRASE,technology_usage,easy,Managing databases,VERB_PHRASE,0.3,0.29,0.97,0,concept mismatch
411,Which of the following is an example of an operating system for mobile phones?,Android,Android is a widely used operating system for smartphones and tablets.,"Android, mobile OS, operating system",NOUN,software,easy,iOS,NOUN,0.7,0.66,0.99,1,
412,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Nucleus,NOUN,0.71,0.64,0.97,1,
413,HTML is primarily used for what?,Structuring web pages,HTML is a markup language used to structure content on the web.,"HTML, web pages, markup",VERB_PHRASE,technology_usage,easy,Designing web layout,VERB_PHRASE,0.78,0.76,0.99,1,
414,Which data structure follows the Last In First Out principle?,Stack,A stack is a linear data structure that follows the Last In First Out (LIFO) principle.,"stack, LIFO, data structure",NOUN,data_structure,medium,Condition,UNKNOWN,0.39,0.31,0.99,0,too unrelated
415,Which of the following is a high-level programming language?,Python,Python is a popular high-level programming language known for its readability.,"Python, programming language, high level",NOUN,programming_language,easy,C++,NOUN,0.67,0.63,0.99,1,
416,What is the largest planet in our solar system?,Jupiter,"Jupiter is the largest planet in our solar system, known for its Great Red Spot.","Jupiter, largest planet, solar system",NOUN,planet,easy,Saturn,NOUN,0.79,0.73,0.96,1,
417,Which of the following is a web browser?,Google Chrome,Web browsers like Google Chrome allow users to access and view websites.,"web browser, Chrome, internet",NOUN,software,easy,Mozilla Firefox,NOUN,0.67,0.59,1,1,
418,Which of the following is a web browser?,Google Chrome,Web browsers like Google Chrome allow users to access and view websites.,"web browser, Chrome, internet",NOUN,software,easy,Safari,NOUN,0.85,0.82,1,1,
419,Which of the following is a high-level programming language?,Python,Python is a popular high-level programming language known for its readability.,"Python, programming language, high level",NOUN,programming_language,easy,HTML,NOUN,0.24,0.2,0.97,0,numeric error
420,Which of the following is a relational database management system?,MySQL,MySQL is a widely used open-source relational database management system.,"MySQL, RDBMS, database",NOUN,software,medium,Redis,NOUN,0.25,0.17,0.98,0,concept mismatch
421,The SI unit of force is known as what?,Newton,"In physics, the SI unit of force is called the newton, named after Isaac Newton.","SI unit, force, newton",NOUN,unit,medium,Kelvin,NOUN,0.51,0.47,0.96,0,too unrelated
422,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Scanner,NOUN,0.76,0.73,0.97,1,
423,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Nucleus,NOUN,0.64,0.58,0.99,1,
424,Who is known as the Father of the Nation in India?,Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his role in the independence movement.,"Mahatma Gandhi, Father of the Nation, India",NOUN,person,easy,Albert Einstein,NOUN,0.42,0.35,1,0,too unrelated
425,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Handling user input,VERB_PHRASE,0.71,0.64,0.98,1,
426,Which of the following animals is a reptile?,Snake,"Reptiles are cold-blooded vertebrates such as snakes, lizards, and turtles.","reptile, snake, animal",NOUN,animal,easy,Turtle,NOUN,0.76,0.69,0.96,1,
427,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Bangkok,NOUN,0.34,0.32,0.99,0,concept mismatch
428,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Handling user input,VERB_PHRASE,0.7,0.66,0.99,1,
429,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Quick Sort,NOUN,0.84,0.8,0.97,1,
430,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,Calculus,NOUN,0.79,0.74,1,1,
431,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Heap Sort,NOUN,0.8,0.75,0.98,1,
432,What is the largest planet in our solar system?,Jupiter,"Jupiter is the largest planet in our solar system, known for its Great Red Spot.","Jupiter, largest planet, solar system",NOUN,planet,easy,Neptune,NOUN,0.75,0.68,0.99,1,
433,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Keyboard,UNKNOWN,0.2,0.16,0.99,0,concept mismatch
434,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Connecting to servers,VERB_PHRASE,0.84,0.79,0.98,1,
435,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Kyoto,NOUN,0.71,0.67,0.99,1,
436,The study of the stars and space is known as what?,Astronomy,"Astronomy is the scientific study of celestial objects such as stars, planets, and galaxies.","astronomy, stars, space",NOUN,academic_discipline,easy,Astrophysics,NOUN,0.64,0.61,0.96,1,
437,Earth is also known as the what planet?,Blue,Earth is often called the Blue Planet because of the vast amount of water on its surface.,"Earth, Blue Planet, nickname",ADJECTIVE,planet_nickname,easy,Home,ADJECTIVE,0.77,0.74,0.99,1,
438,The process by which green plants make their own food is called what?,Photosynthesis,Photosynthesis is the process by which green plants use sunlight to make food from carbon dioxide and water.,"photosynthesis, plants, sunlight",NOUN,scientific_process,easy,Transpiration,NOUN,0.81,0.74,0.96,1,
439,CPU stands for what?,Central Processing Unit,"CPU stands for Central Processing Unit, which performs most of the processing inside a computer.","CPU, Central Processing Unit, computer",NOUN_PHRASE,abbreviation_expansion,easy,Central Performance Unit,NOUN_PHRASE,0.8,0.74,0.97,1,
440,Which of the following is an example of a NoSQL database?,MongoDB,MongoDB is a widely used NoSQL document database.,"MongoDB, NoSQL, database",NOUN,software,medium,MySQL,NOUN,0.54,0.46,0.96,0,numeric error
441,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Heart,NOUN,0.83,0.8,0.98,1,
442,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Binary Search,NOUN,0.21,0.12,0.97,0,concept mismatch
443,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,Trigonometry,NOUN,0.77,0.72,0.98,1,
444,Which of the following is an example of a NoSQL database?,MongoDB,MongoDB is a widely used NoSQL document database.,"MongoDB, NoSQL, database",NOUN,software,medium,Redis,NOUN,0.63,0.58,0.97,1,
445,Which of the following is a relational database management system?,MySQL,MySQL is a widely used open-source relational database management system.,"MySQL, RDBMS, database",NOUN,software,medium,PostgreSQL,NOUN,0.77,0.71,1,1,
446,Which data structure follows the Last In First Out principle?,Stack,A stack is a linear data structure that follows the Last In First Out (LIFO) principle.,"stack, LIFO, data structure",NOUN,data_structure,medium,Array,NOUN,0.74,0.7,0.99,1,
447,HTTP stands for what?,HyperText Transfer Protocol,HTTP is the protocol used for transferring web pages on the internet.,"HTTP, protocol, web",NOUN_PHRASE,abbreviation_expansion,medium,Hyper Transfer Text Protocol,NOUN_PHRASE,0.79,0.76,0.98,1,
448,Which of the following is used to uniquely identify a row in a database table?,Primary key,A primary key uniquely identifies each record in a database table.,"primary key, database, unique identifier",NOUN_PHRASE,database_concept,medium,Constraint,NOUN_PHRASE,0.41,0.41,0.96,0,numeric error
449,Which of the following is a relational database management system?,MySQL,MySQL is a widely used open-source relational database management system.,"MySQL, RDBMS, database",NOUN,software,medium,PostgreSQL,NOUN,0.75,0.71,0.96,1,
450,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Sublimation,NOUN,0.64,0.56,0.99,1,
451,What is the boiling point of pure water at sea level in degrees Celsius?,100,"At standard atmospheric pressure, pure water boils at 100 degrees Celsius.","boiling point, water, Celsius",NUM,number,easy,50,NUM,0.46,0.42,0.97,0,numeric error
452,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Sublimation,NOUN,0.84,0.77,0.99,1,
453,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Binary Search,NOUN,0.21,0.18,0.96,0,concept mismatch
454,Which of the following is an example of an output device?,Monitor,Output devices such as monitors display information to the user.,"output device, monitor, computer hardware",NOUN,hardware,easy,Projector,NOUN,0.69,0.63,0.96,1,
455,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Handling user input,VERB_PHRASE,0.83,0.77,0.99,1,
456,CPU stands for what?,Central Processing Unit,"CPU stands for Central Processing Unit, which performs most of the processing inside a computer.","CPU, Central Processing Unit, computer",NOUN_PHRASE,abbreviation_expansion,easy,Central Processor Unit,NOUN_PHRASE,0.6,0.53,0.99,1,
457,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Microsoft Azure,NOUN,0.81,0.77,1,1,
458,Which of the following is a prime number?,13,A prime number has exactly two distinct positive divisors: 1 and itself.,"prime number, 13, mathematics",NUM,number,medium,12,UNKNOWN,0.47,0.4,0.96,0,concept mismatch
459,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Lung,NOUN,0.36,0.29,1,0,concept mismatch
460,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Encrypting files,VERB_PHRASE,0.26,0.22,0.97,0,concept mismatch
461,The process by which green plants make their own food is called what?,Photosynthesis,Photosynthesis is the process by which green plants use sunlight to make food from carbon dioxide and water.,"photosynthesis, plants, sunlight",NOUN,scientific_process,easy,Transpiration,NOUN,0.69,0.61,1,1,
462,What is the largest planet in our solar system?,Jupiter,"Jupiter is the largest planet in our solar system, known for its Great Red Spot.","Jupiter, largest planet, solar system",NOUN,planet,easy,Earth,NOUN,0.54,0.49,0.97,0,too unrelated
463,Which data structure follows the First In First Out principle?,Queue,A queue is a linear data structure that follows the First In First Out (FIFO) principle.,"queue, FIFO, data structure",NOUN,data_structure,medium,Variable,NOUN,0.54,0.52,0.99,0,concept mismatch
464,The study of the stars and space is known as what?,Astronomy,"Astronomy is the scientific study of celestial objects such as stars, planets, and galaxies.","astronomy, stars, space",NOUN,academic_discipline,easy,Cosmology,NOUN,0.65,0.58,0.98,1,
465,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Mouse,NOUN,0.67,0.63,0.97,1,
466,Which of the following is an example of a NoSQL database?,MongoDB,MongoDB is a widely used NoSQL document database.,"MongoDB, NoSQL, database",NOUN,software,medium,CouchDB,NOUN,0.7,0.66,0.98,1,
467,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Storing data,VERB_PHRASE,0.49,0.43,0.97,0,numeric error
468,Which of the following is a web browser?,Google Chrome,Web browsers like Google Chrome allow users to access and view websites.,"web browser, Chrome, internet",NOUN,software,easy,Mozilla Firefox,NOUN,0.62,0.57,0.96,1,
469,Which of the following is a primary color in light?,Red,"Primary colors in light are typically red, green, and blue.","primary color, light, red",NOUN,color,easy,Brown,UNKNOWN,0.4,0.33,0.99,0,too unrelated
470,RAM in a computer is also known as what type of memory?,Volatile,RAM is called volatile memory because it loses its data when power is turned off.,"RAM, volatile memory, computer",ADJECTIVE,property,medium,Permanent,ADJECTIVE,0.27,0.21,0.96,0,concept mismatch
471,RAM in a computer is also known as what type of memory?,Volatile,RAM is called volatile memory because it loses its data when power is turned off.,"RAM, volatile memory, computer",ADJECTIVE,property,medium,Permanent,ADJECTIVE,0.45,0.37,0.98,0,concept mismatch
472,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Core,NOUN,0.76,0.69,0.97,1,
473,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Printer,NOUN,0.33,0.29,0.97,0,concept mismatch
474,Who is known as the Father of Computers?,Charles Babbage,Charles Babbage is often called the Father of Computers for his work on early mechanical computing devices.,"Charles Babbage, Father of Computers, history",NOUN,person,medium,John von Neumann,NOUN,0.76,0.73,0.97,1,
475,HTML is primarily used for what?,Structuring web pages,HTML is a markup language used to structure content on the web.,"HTML, web pages, markup",VERB_PHRASE,technology_usage,easy,Styling web pages,VERB_PHRASE,0.81,0.75,0.97,1,
476,Which of the following is an example of a mammal?,Dog,Mammals are warm-blooded animals that usually have hair and produce milk for their young.,"mammal, dog, animal",NOUN,animal,easy,Frog,UNKNOWN,0.3,0.28,0.99,0,concept mismatch
477,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Speaker,UNKNOWN,0.41,0.4,0.99,0,numeric error
478,What is the freezing point of pure water in degrees Celsius?,0,"Under standard conditions, pure water freezes at 0 degrees Celsius.","freezing point, water, Celsius",NUM,number,easy,-5,NUM,0.7,0.63,0.99,1,
479,Which of the following animals is a reptile?,Snake,"Reptiles are cold-blooded vertebrates such as snakes, lizards, and turtles.","reptile, snake, animal",NOUN,animal,easy,Dog,NOUN,0.35,0.33,0.96,0,numeric error
480,The SI unit of force is known as what?,Newton,"In physics, the SI unit of force is called the newton, named after Isaac Newton.","SI unit, force, newton",NOUN,unit,medium,Pascal,NOUN,0.85,0.8,0.96,1,
481,The SI unit of force is known as what?,Newton,"In physics, the SI unit of force is called the newton, named after Isaac Newton.","SI unit, force, newton",NOUN,unit,medium,Watt,NOUN,0.66,0.59,0.99,1,
482,The long-term storage device inside a computer is commonly known as what?,Hard drive,A hard drive or SSD is used for long-term data storage in a computer.,"hard drive, storage, computer",NOUN,hardware,easy,Solid-state drive,NOUN,0.64,0.57,1,1,
483,Which of the following is a high-level programming language?,Python,Python is a popular high-level programming language known for its readability.,"Python, programming language, high level",NOUN,programming_language,easy,CSS,NOUN,0.26,0.16,0.98,0,numeric error
484,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Ecology,NOUN,0.74,0.72,0.99,1,
485,CPU stands for what?,Central Processing Unit,"CPU stands for Central Processing Unit, which performs most of the processing inside a computer.","CPU, Central Processing Unit, computer",NOUN_PHRASE,abbreviation_expansion,easy,Core Processing Unit,NOUN_PHRASE,0.64,0.61,0.97,1,
486,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Chloroplast,NOUN,0.7,0.67,0.98,1,
487,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Condensation,NOUN,0.84,0.76,0.99,1,
488,What is the boiling point of pure water at sea level in degrees Celsius?,100,"At standard atmospheric pressure, pure water boils at 100 degrees Celsius.","boiling point, water, Celsius",NUM,number,easy,95,NUM,0.69,0.65,0.99,1,
489,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,Biology,NOUN,0.21,0.18,0.97,0,numeric error
490,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Google Cloud,NOUN,0.76,0.7,0.99,1,
491,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Connecting to servers,VERB_PHRASE,0.63,0.57,0.99,1,
492,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Gateway,NOUN,0.8,0.76,1,1,
493,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Docker,NOUN,0.24,0.21,0.97,0,too unrelated
494,RAM in a computer is also known as what type of memory?,Volatile,RAM is called volatile memory because it loses its data when power is turned off.,"RAM, volatile memory, computer",ADJECTIVE,property,medium,External,UNKNOWN,0.38,0.32,0.97,0,numeric error
495,Which layer of the OSI model is responsible for routing packets?,Network layer,The network layer is responsible for routing packets between devices in different networks.,"OSI model, network layer, routing",NOUN_PHRASE,networking_layer,hard,Data link layer,NOUN_PHRASE,0.66,0.58,1,1,
496,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Storing data,VERB_PHRASE,0.48,0.39,1,0,concept mismatch
497,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Ecology,NOUN,0.81,0.73,0.98,1,
498,Which of the following is a primary color in light?,Red,"Primary colors in light are typically red, green, and blue.","primary color, light, red",NOUN,color,easy,Brown,UNKNOWN,0.34,0.26,0.97,0,too unrelated
499,What is the largest planet in our solar system?,Jupiter,"Jupiter is the largest planet in our solar system, known for its Great Red Spot.","Jupiter, largest planet, solar system",NOUN,planet,easy,Saturn,NOUN,0.66,0.61,0.99,1,
500,Which of the following is an operating system?,Windows,Operating systems like Windows manage computer hardware and software resources.,"operating system, Windows, software",NOUN,software,easy,Linux,NOUN,0.74,0.66,0.97,1,
